testId,graphId,strength,approach,coverageCriteria,experimentRepeatId,time,size,seedSize,noOfNodes,noOfEdges,noOfEntities,noOfEntitiesCoveredBySeed
343,54,3,cover-and-generate,t*_cover,3,100.624816179,16,14,26,34,695,685
344,54,3,cover-and-generate,t*_cover,4,149.759842873,16,14,26,34,695,685
345,54,3,cover-and-generate,t*_cover,5,96.2033548355,16,14,26,34,695,689
346,54,3,cover-and-generate,t_order,1,43.5077321529,15,13,26,34,684,678
347,54,3,cover-and-generate,t_order,2,44.1356720924,15,13,26,34,684,674
348,54,3,cover-and-generate,t_order,3,71.1623699665,15,13,26,34,684,678
349,54,3,cover-and-generate,t_order,4,42.8258519173,15,13,26,34,684,678
350,54,3,cover-and-generate,t_order,5,77.5648038387,15,13,26,34,684,678
351,54,3,cover-and-generate,t+_cover,1,93.4154448509,15,13,26,34,668,662
352,54,3,cover-and-generate,t+_cover,2,80.5828740597,15,13,26,34,668,662
353,54,3,cover-and-generate,t+_cover,3,89.2095580101,15,13,26,34,668,658
354,54,3,cover-and-generate,t+_cover,4,83.8523910046,15,13,26,34,668,662
355,54,3,cover-and-generate,t+_cover,5,128.205098867,15,13,26,34,668,662
356,147,3,generate-and-cover,t_cover,1,434.888898849,56,0,1026,1619,124,0
357,147,3,cover-and-generate,t_cover,1,187.975702047,19,8,1026,1619,124,87
358,147,3,cover-and-generate,t_cover,2,188.177770853,19,8,1026,1619,124,85
359,147,3,cover-and-generate,t_cover,3,225.70370698,19,8,1026,1619,124,81
360,147,3,cover-and-generate,t_cover,4,203.861626863,19,8,1026,1619,124,84
361,147,3,cover-and-generate,t_cover,5,218.631969929,19,8,1026,1619,124,83
362,147,3,cover-and-generate,t*_cover,1,21410.4222629,386,53,1026,1619,51484,33590
363,147,3,cover-and-generate,t_order,1,15234.2339869,377,49,1026,1619,51368,32871
364,147,3,cover-and-generate,t_order,2,16067.0977361,379,50,1026,1619,51368,32608
365,147,3,cover-and-generate,t_order,3,15401.3804131,382,50,1026,1619,51368,33010
366,147,3,cover-and-generate,t_order,4,12893.2436061,384,49,1026,1619,51368,32890
367,147,3,cover-and-generate,t_order,5,13550.7753181,378,49,1026,1619,51368,33183
368,147,3,cover-and-generate,t+_cover,1,17384.6076732,382,51,1026,1619,51360,32650
369,147,3,cover-and-generate,t+_cover,2,16213.38903,383,50,1026,1619,51360,33288
370,147,3,cover-and-generate,t+_cover,3,17514.027029,375,50,1026,1619,51360,33773
371,50,4,cover-and-generate,t_cover,1,3.01363587379,7,0,46,67,11,0
372,50,4,cover-and-generate,t_cover,2,4.44525694847,7,0,46,67,11,0
373,50,4,cover-and-generate,t*_cover,1,112.247128963,11,0,46,67,1735,0
374,50,4,cover-and-generate,t_order,1,34.2544598579,6,0,46,67,1735,0
375,50,4,cover-and-generate,t+_cover,1,97.5904037952,6,0,46,67,1724,0
376,165,2,generate-and-cover,t_cover,1,5.03735899925,4,0,25,31,12,0
377,165,2,generate-and-cover,t*_cover,1,24.3860030174,5,0,25,31,42,0
378,165,2,generate-and-cover,t_order,1,7.7164978981,3,0,25,31,31,0
379,165,2,generate-and-cover,t_order,2,7.7164978981,3,0,25,31,31,0
380,165,2,generate-and-cover,t+_cover,1,12.7335619926,3,0,25,31,30,0
381,165,2,cover-and-generate,t_cover,1,3.82699799538,3,0,25,31,12,0
382,165,2,cover-and-generate,t_cover,2,3.92007708549,3,0,25,31,12,0
383,165,2,cover-and-generate,t_cover,3,3.2663359642,3,0,25,31,12,0
384,165,2,cover-and-generate,t_cover,4,4.04666399956,3,0,25,31,12,0
385,165,2,cover-and-generate,t_cover,5,4.02237796783,4,0,25,31,12,0
386,165,2,cover-and-generate,t*_cover,1,14.433660984,5,0,25,31,42,0
387,165,2,cover-and-generate,t*_cover,2,15.0206730366,4,0,25,31,42,0
388,165,2,cover-and-generate,t*_cover,3,14.0078139305,4,0,25,31,42,0
389,165,2,cover-and-generate,t*_cover,4,13.7077970505,4,0,25,31,42,0
390,165,2,cover-and-generate,t*_cover,5,17.0822989941,4,0,25,31,42,0
391,165,2,cover-and-generate,t_order,1,3.51188707352,2,0,25,31,31,0
392,165,2,cover-and-generate,t_order,2,3.87251901627,2,0,25,31,31,0
393,165,2,cover-and-generate,t_order,3,3.44034790993,2,0,25,31,31,0
394,165,2,cover-and-generate,t_order,4,4.15686202049,2,0,25,31,31,0
395,165,2,cover-and-generate,t_order,5,4.49463200569,2,0,25,31,31,0
396,165,2,cover-and-generate,t+_cover,1,21.9295048714,2,0,25,31,30,0
397,165,2,cover-and-generate,t+_cover,2,11.6637299061,2,0,25,31,30,0
398,165,2,cover-and-generate,t+_cover,3,11.5707950592,2,0,25,31,30,0
399,165,2,cover-and-generate,t+_cover,4,10.6822309494,2,0,25,31,30,0
400,165,2,cover-and-generate,t+_cover,5,12.7738361359,2,0,25,31,30,0
401,8,3,generate-and-cover,t_cover,1,28.8236899376,14,0,46,67,30,0
402,8,3,generate-and-cover,t*_cover,1,174.005337,21,12,46,67,401,373
403,8,3,generate-and-cover,t_order,1,94.8303928375,16,0,46,67,373,0
404,8,3,generate-and-cover,t_order,2,94.8303928375,16,0,46,67,373,0
405,8,3,generate-and-cover,t+_cover,1,132.155363083,14,10,46,67,371,342
406,8,3,cover-and-generate,t_cover,1,26.8782048225,10,5,46,67,30,20
407,8,3,cover-and-generate,t_cover,2,28.3641450405,11,5,46,67,30,19
408,8,3,cover-and-generate,t_cover,3,29.1677150726,10,5,46,67,30,20
409,8,3,cover-and-generate,t_cover,4,30.5465419292,10,5,46,67,30,20
410,8,3,cover-and-generate,t_cover,5,26.0508849621,10,5,46,67,30,20
411,8,3,cover-and-generate,t*_cover,1,89.901818037,14,8,46,67,401,361
412,8,3,cover-and-generate,t*_cover,2,128.430012941,14,8,46,67,401,364
413,8,3,cover-and-generate,t*_cover,3,114.784446955,14,8,46,67,401,384
414,8,3,cover-and-generate,t*_cover,4,166.471171141,14,8,46,67,401,343
415,8,3,cover-and-generate,t*_cover,5,145.212707996,14,8,46,67,401,349
416,8,3,cover-and-generate,t_order,1,36.7178680897,7,5,46,67,373,360
417,8,3,cover-and-generate,t_order,2,55.1953248978,8,6,46,67,373,345
418,8,3,cover-and-generate,t_order,3,38.7618131638,7,5,46,67,373,360
419,8,3,cover-and-generate,t_order,4,40.9257059097,8,5,46,67,373,344
420,8,3,cover-and-generate,t_order,5,45.4887640476,7,6,46,67,373,368
421,8,3,cover-and-generate,t+_cover,1,78.857254982,7,5,46,67,371,358
422,8,3,cover-and-generate,t+_cover,2,58.7486598492,8,5,46,67,371,342
423,8,3,cover-and-generate,t+_cover,3,50.6410598755,7,5,46,67,371,358
424,8,3,cover-and-generate,t+_cover,4,50.6410598755,7,5,46,67,371,358
425,8,3,cover-and-generate,t+_cover,5,78.0942530632,8,5,46,67,371,342
426,18,3,generate-and-cover,t_cover,1,257.460206985,36,13,172,248,98,69
427,18,3,generate-and-cover,t*_cover,1,11667.2475381,265,57,172,248,11357,9493
428,18,3,generate-and-cover,t_order,1,6903.6088891,260,0,172,248,11272,0
429,18,3,generate-and-cover,t+_cover,1,11219.7598889,258,56,172,248,11259,9596
430,18,3,cover-and-generate,t_cover,1,110.456269979,14,6,172,248,98,65
431,18,3,cover-and-generate,t_cover,2,113.206841946,15,6,172,248,98,63
432,18,3,cover-and-generate,t_cover,3,106.629228115,16,6,172,248,98,65
433,18,3,cover-and-generate,t_cover,4,109.189161062,14,6,172,248,98,65
434,18,3,cover-and-generate,t_cover,5,87.6737020016,16,6,172,248,98,62
435,18,3,cover-and-generate,t*_cover,1,2642.52106619,94,19,172,248,11357,9131
436,18,3,cover-and-generate,t*_cover,2,2434.07975006,91,20,172,248,11357,9540
437,18,3,cover-and-generate,t*_cover,3,2453.33644986,92,19,172,248,11357,9349
438,18,3,cover-and-generate,t*_cover,4,2577.48878288,93,20,172,248,11357,9507
439,18,3,cover-and-generate,t*_cover,5,2534.44813204,89,19,172,248,11357,9056
440,18,3,cover-and-generate,t_order,1,807.059342861,88,19,172,248,11272,9310
441,18,3,cover-and-generate,t_order,2,889.162211895,85,19,172,248,11272,9283
442,18,3,cover-and-generate,t_order,3,1127.6240809,90,19,172,248,11272,9455
443,18,3,cover-and-generate,t_order,4,904.509441137,86,19,172,248,11272,9378
444,18,3,cover-and-generate,t_order,5,1320.63801694,88,19,172,248,11272,9401
445,18,3,cover-and-generate,t+_cover,1,1892.1674211,85,20,172,248,11259,9296
446,18,3,cover-and-generate,t+_cover,2,1629.01944113,85,18,172,248,11259,9357
447,18,3,cover-and-generate,t+_cover,3,1652.83643699,88,20,172,248,11259,9295
448,18,3,cover-and-generate,t+_cover,4,2256.14951491,89,18,172,248,11259,9236
449,18,3,cover-and-generate,t+_cover,5,2286.51047802,85,18,172,248,11259,9180
450,126,2,generate-and-cover,t_cover,1,9.87544298172,8,0,46,67,18,0
451,126,2,generate-and-cover,t*_cover,1,31.2978909016,8,0,46,67,86,0
452,126,2,generate-and-cover,t_order,1,19.8132371902,7,0,46,67,71,0
453,126,2,generate-and-cover,t_order,2,19.8132371902,7,0,46,67,71,0
454,126,2,generate-and-cover,t+_cover,1,44.3231709003,9,0,46,67,68,0
455,126,2,cover-and-generate,t_cover,1,6.37310504913,5,0,46,67,18,0
456,126,2,cover-and-generate,t_cover,2,7.40408492088,5,0,46,67,18,0
457,126,2,cover-and-generate,t_cover,3,6.31470799446,5,0,46,67,18,0
458,126,2,cover-and-generate,t_cover,4,6.65213298798,5,0,46,67,18,0
459,126,2,cover-and-generate,t_cover,5,6.90573787689,5,0,46,67,18,0
460,126,2,cover-and-generate,t*_cover,1,48.9687790871,8,0,46,67,86,0
461,126,2,cover-and-generate,t*_cover,2,34.10166502,9,0,46,67,86,0
462,126,2,cover-and-generate,t*_cover,3,37.7671570778,8,0,46,67,86,0
463,126,2,cover-and-generate,t*_cover,4,34.0879950523,8,0,46,67,86,0
464,126,2,cover-and-generate,t*_cover,5,38.7424960136,8,0,46,67,86,0
465,126,2,cover-and-generate,t_order,1,12.1691570282,5,0,46,67,71,0
466,126,2,cover-and-generate,t_order,2,12.0774550438,6,0,46,67,71,0
467,126,2,cover-and-generate,t_order,3,10.2130711079,5,0,46,67,71,0
468,126,2,cover-and-generate,t_order,4,12.1518249512,5,0,46,67,71,0
469,126,2,cover-and-generate,t_order,5,12.6356580257,5,0,46,67,71,0
470,126,2,cover-and-generate,t+_cover,1,26.8560881615,5,0,46,67,68,0
471,126,2,cover-and-generate,t+_cover,2,28.3401789665,6,0,46,67,68,0
472,126,2,cover-and-generate,t+_cover,3,29.1316859722,5,0,46,67,68,0
473,126,2,cover-and-generate,t+_cover,4,25.2209210396,5,0,46,67,68,0
474,126,2,cover-and-generate,t+_cover,5,28.7398500443,5,0,46,67,68,0
475,181,2,generate-and-cover,t_cover,1,269.900194168,35,0,2498,3824,94,0
476,181,2,generate-and-cover,t*_cover,1,18082.5005388,311,0,2498,3824,2312,0
477,181,2,generate-and-cover,t_order,1,17250.5630231,315,0,2498,3824,2230,0
478,181,2,generate-and-cover,t+_cover,1,17905.706774,299,0,2498,3824,2218,0
479,181,2,cover-and-generate,t_cover,1,155.957894802,9,0,2498,3824,94,0
480,181,2,cover-and-generate,t_cover,2,162.529011011,8,0,2498,3824,94,0
481,181,2,cover-and-generate,t_cover,3,153.283709049,9,0,2498,3824,94,0
482,181,2,cover-and-generate,t_cover,4,157.822811127,9,0,2498,3824,94,0
483,181,2,cover-and-generate,t_cover,5,161.174196959,9,0,2498,3824,94,0
484,181,2,cover-and-generate,t*_cover,1,3767.78357887,56,0,2498,3824,2312,0
485,181,2,cover-and-generate,t*_cover,2,3937.20248795,58,0,2498,3824,2312,0
486,181,2,cover-and-generate,t*_cover,3,3844.27750301,56,0,2498,3824,2312,0
487,181,2,cover-and-generate,t*_cover,4,3612.64854193,59,0,2498,3824,2312,0
488,181,2,cover-and-generate,t*_cover,5,3855.60499811,60,0,2498,3824,2312,0
489,181,2,cover-and-generate,t_order,1,1169.26710486,55,0,2498,3824,2230,0
490,181,2,cover-and-generate,t_order,2,1323.43462491,51,0,2498,3824,2230,0
491,181,2,cover-and-generate,t_order,3,1204.1109221,55,0,2498,3824,2230,0
492,181,2,cover-and-generate,t_order,4,1167.36259508,56,0,2498,3824,2230,0
493,181,2,cover-and-generate,t_order,5,1256.37490702,53,0,2498,3824,2230,0
494,181,2,cover-and-generate,t+_cover,1,3548.04025698,55,0,2498,3824,2218,0
495,181,2,cover-and-generate,t+_cover,2,3738.46851206,54,0,2498,3824,2218,0
496,181,2,cover-and-generate,t+_cover,3,3620.42089891,53,0,2498,3824,2218,0
497,181,2,cover-and-generate,t+_cover,4,3549.43316412,50,0,2498,3824,2218,0
498,181,2,cover-and-generate,t+_cover,5,3589.89154696,53,0,2498,3824,2218,0
499,86,2,generate-and-cover,t_cover,1,6.5758190155,3,0,34,38,18,0
500,86,2,generate-and-cover,t*_cover,1,119.865027905,15,0,34,38,240,0
501,86,2,generate-and-cover,t_order,1,43.7182769775,12,0,34,38,224,0
502,86,2,generate-and-cover,t_order,2,43.7182769775,12,0,34,38,224,0
503,86,2,generate-and-cover,t+_cover,1,145.926764965,13,0,34,38,222,0
504,86,2,cover-and-generate,t_cover,1,9.43446707726,2,0,34,38,18,0
505,86,2,cover-and-generate,t_cover,2,10.0245740414,2,0,34,38,18,0
506,86,2,cover-and-generate,t_cover,3,9.47960114479,2,0,34,38,18,0
507,86,2,cover-and-generate,t_cover,4,10.8904221058,2,0,34,38,18,0
508,86,2,cover-and-generate,t_cover,5,10.1159889698,2,0,34,38,18,0
509,86,2,cover-and-generate,t*_cover,1,152.872977018,5,0,34,38,240,0
510,86,2,cover-and-generate,t*_cover,2,158.460212946,5,0,34,38,240,0
511,86,2,cover-and-generate,t*_cover,3,153.580219984,5,0,34,38,240,0
512,86,2,cover-and-generate,t*_cover,4,147.903617859,4,0,34,38,240,0
513,86,2,cover-and-generate,t*_cover,5,149.796766996,4,0,34,38,240,0
514,86,2,cover-and-generate,t_order,1,19.6015651226,3,0,34,38,224,0
515,86,2,cover-and-generate,t_order,2,26.0072779655,3,0,34,38,224,0
516,86,2,cover-and-generate,t_order,3,17.3174448013,3,0,34,38,224,0
517,86,2,cover-and-generate,t_order,4,17.2088367939,3,0,34,38,224,0
518,86,2,cover-and-generate,t_order,5,18.0089688301,3,0,34,38,224,0
519,86,2,cover-and-generate,t+_cover,1,145.472994089,3,0,34,38,222,0
520,86,2,cover-and-generate,t+_cover,2,133.693878174,3,0,34,38,222,0
521,86,2,cover-and-generate,t+_cover,3,144.062110901,3,0,34,38,222,0
522,86,2,cover-and-generate,t+_cover,4,93.3892171383,4,0,34,38,222,0
523,86,2,cover-and-generate,t+_cover,5,136.431904078,4,0,34,38,222,0
524,69,3,generate-and-cover,t_cover,1,1183.07770205,79,0,1436,2236,276,0
525,69,3,cover-and-generate,t_cover,1,826.562770128,35,15,1436,2236,276,184
526,69,3,cover-and-generate,t_cover,2,850.284954071,36,15,1436,2236,276,197
527,69,3,cover-and-generate,t_cover,3,783.602289915,35,15,1436,2236,276,194
528,69,3,cover-and-generate,t_cover,4,920.79511404,37,15,1436,2236,276,179
529,69,3,cover-and-generate,t_cover,5,939.470693111,34,15,1436,2236,276,186
530,69,3,cover-and-generate,t*_cover,1,79963.677654,421,56,1436,2236,297570,227956
531,69,3,cover-and-generate,t_order,1,29309.483526,397,51,1436,2236,297308,231692
532,69,3,cover-and-generate,t+_cover,1,61049.2392719,405,51,1436,2236,297294,226667
533,161,2,generate-and-cover,t_cover,1,11.6333491802,7,0,28,37,14,0
534,161,2,generate-and-cover,t*_cover,1,40.7904510498,9,0,28,37,63,0
535,161,2,generate-and-cover,t_order,1,15.0203108788,10,0,28,37,51,0
536,161,2,generate-and-cover,t_order,2,15.0203108788,10,0,28,37,51,0
537,161,2,generate-and-cover,t+_cover,1,19.3684000969,9,0,28,37,49,0
538,161,2,cover-and-generate,t_cover,1,3.45777201653,5,0,28,37,14,0
539,161,2,cover-and-generate,t_cover,2,4.10359811783,5,0,28,37,14,0
540,161,2,cover-and-generate,t_cover,3,3.63709902763,5,0,28,37,14,0
541,161,2,cover-and-generate,t_cover,4,3.96385598183,5,0,28,37,14,0
542,161,2,cover-and-generate,t_cover,5,3.7919178009,5,0,28,37,14,0
543,161,2,cover-and-generate,t*_cover,1,20.9808888435,7,0,28,37,63,0
544,161,2,cover-and-generate,t*_cover,2,25.0962600708,6,0,28,37,63,0
545,161,2,cover-and-generate,t*_cover,3,22.5113179684,6,0,28,37,63,0
546,161,2,cover-and-generate,t*_cover,4,21.3960859776,6,0,28,37,63,0
547,161,2,cover-and-generate,t*_cover,5,21.8220260143,7,0,28,37,63,0
548,161,2,cover-and-generate,t_order,1,9.06434202194,7,0,28,37,51,0
549,161,2,cover-and-generate,t_order,2,9.65819096565,7,0,28,37,51,0
550,161,2,cover-and-generate,t_order,3,8.23059296608,6,0,28,37,51,0
551,161,2,cover-and-generate,t_order,4,8.04424881935,7,0,28,37,51,0
552,161,2,cover-and-generate,t_order,5,7.459897995,6,0,28,37,51,0
553,161,2,cover-and-generate,t+_cover,1,25.0067219734,6,0,28,37,49,0
554,161,2,cover-and-generate,t+_cover,2,14.9201340675,6,0,28,37,49,0
555,161,2,cover-and-generate,t+_cover,3,18.1808629036,6,0,28,37,49,0
556,161,2,cover-and-generate,t+_cover,4,25.0067219734,6,0,28,37,49,0
557,161,2,cover-and-generate,t+_cover,5,17.5351691246,6,0,28,37,49,0
558,67,2,generate-and-cover,t_cover,1,604.089962959,45,0,3604,6566,113,0
559,67,2,generate-and-cover,t*_cover,1,27125.669791,328,0,3604,6566,2322,0
560,67,2,generate-and-cover,t*_cover,2,28181.8448689,336,0,3604,6566,2322,0
561,67,2,generate-and-cover,t_order,1,28009.464741,318,0,3604,6566,2209,0
562,67,2,generate-and-cover,t+_cover,1,33733.3684461,325,0,3604,6566,2209,0
563,67,2,generate-and-cover,t+_cover,2,25804.1810231,331,0,3604,6566,2209,0
564,67,2,cover-and-generate,t_cover,1,406.251446009,10,0,3604,6566,113,0
565,67,2,cover-and-generate,t_cover,2,419.128705978,12,0,3604,6566,113,0
566,67,2,cover-and-generate,t_cover,3,364.486689806,11,0,3604,6566,113,0
567,67,2,cover-and-generate,t_cover,4,356.272310019,11,0,3604,6566,113,0
568,67,2,cover-and-generate,t_cover,5,450.80063796,11,0,3604,6566,113,0
569,67,2,cover-and-generate,t*_cover,1,6237.89470005,60,0,3604,6566,2322,0
570,67,2,cover-and-generate,t*_cover,2,6425.92060018,60,0,3604,6566,2322,0
571,67,2,cover-and-generate,t*_cover,3,6617.88716102,61,0,3604,6566,2322,0
572,67,2,cover-and-generate,t*_cover,4,6097.02503014,61,0,3604,6566,2322,0
573,67,2,cover-and-generate,t*_cover,5,5936.08525705,64,0,3604,6566,2322,0
574,67,2,cover-and-generate,t_order,1,2218.66317296,59,0,3604,6566,2209,0
575,67,2,cover-and-generate,t_order,2,2320.12354684,60,0,3604,6566,2209,0
576,67,2,cover-and-generate,t_order,3,2148.78958583,59,0,3604,6566,2209,0
577,67,2,cover-and-generate,t_order,4,1991.87475514,59,0,3604,6566,2209,0
578,67,2,cover-and-generate,t_order,5,2324.34274602,58,0,3604,6566,2209,0
579,67,2,cover-and-generate,t+_cover,1,5764.34201884,62,0,3604,6566,2209,0
580,67,2,cover-and-generate,t+_cover,2,5459.78599,58,0,3604,6566,2209,0
581,67,2,cover-and-generate,t+_cover,3,6060.11568594,60,0,3604,6566,2209,0
582,67,2,cover-and-generate,t+_cover,4,5477.47807693,59,0,3604,6566,2209,0
583,67,2,cover-and-generate,t+_cover,5,5346.18930912,63,0,3604,6566,2209,0
584,43,4,cover-and-generate,t_cover,1,7.59940910339,5,0,41,49,24,0
585,43,4,cover-and-generate,t_cover,2,12.3669271469,5,0,41,49,24,0
586,43,4,cover-and-generate,t*_cover,1,415.06654191,11,0,41,49,29070,0
587,43,4,cover-and-generate,t_order,1,63.2514770031,8,0,41,49,29070,0
588,43,4,cover-and-generate,t+_cover,1,409.673468828,8,0,41,49,29046,0
589,163,2,generate-and-cover,t_cover,1,333.543793917,36,0,780,1126,102,0
590,163,2,generate-and-cover,t*_cover,1,7890.10866594,214,0,780,1126,2284,0
591,163,2,generate-and-cover,t*_cover,2,6340.84791398,208,0,780,1126,2284,0
592,163,2,generate-and-cover,t_order,1,7519.93959308,198,0,780,1126,2194,0
593,163,2,generate-and-cover,t_order,2,7519.93959308,198,0,780,1126,2194,0
594,163,2,generate-and-cover,t+_cover,1,6197.27913713,190,0,780,1126,2182,0
595,163,2,generate-and-cover,t+_cover,2,7989.67820406,204,0,780,1126,2182,0
596,163,2,cover-and-generate,t_cover,1,143.177332163,15,0,780,1126,102,0
597,163,2,cover-and-generate,t_cover,2,131.040861845,15,0,780,1126,102,0
598,163,2,cover-and-generate,t_cover,3,127.001440048,15,0,780,1126,102,0
599,163,2,cover-and-generate,t_cover,4,129.418584108,15,0,780,1126,102,0
600,163,2,cover-and-generate,t_cover,5,151.130856037,15,0,780,1126,102,0
601,163,2,cover-and-generate,t*_cover,1,2509.45290613,76,0,780,1126,2284,0
602,163,2,cover-and-generate,t*_cover,2,2542.44589591,76,0,780,1126,2284,0
603,163,2,cover-and-generate,t*_cover,3,2501.41306281,76,0,780,1126,2284,0
604,163,2,cover-and-generate,t*_cover,4,2330.91016293,76,0,780,1126,2284,0
605,163,2,cover-and-generate,t*_cover,5,2371.83155394,75,0,780,1126,2284,0
606,163,2,cover-and-generate,t_order,1,726.726392984,71,0,780,1126,2194,0
607,163,2,cover-and-generate,t_order,2,814.691119909,73,0,780,1126,2194,0
608,163,2,cover-and-generate,t_order,3,743.756020069,71,0,780,1126,2194,0
609,163,2,cover-and-generate,t_order,4,691.331084013,70,0,780,1126,2194,0
610,163,2,cover-and-generate,t_order,5,847.665838003,70,0,780,1126,2194,0
611,163,2,cover-and-generate,t+_cover,1,2113.80160594,70,0,780,1126,2182,0
612,163,2,cover-and-generate,t+_cover,2,2338.197716,73,0,780,1126,2182,0
613,163,2,cover-and-generate,t+_cover,3,2740.88548779,72,0,780,1126,2182,0
614,163,2,cover-and-generate,t+_cover,4,2606.77047515,72,0,780,1126,2182,0
615,163,2,cover-and-generate,t+_cover,5,2402.050488,72,0,780,1126,2182,0
616,123,3,generate-and-cover,t_cover,1,21.1294898987,14,0,46,67,30,0
617,123,3,generate-and-cover,t*_cover,1,140.058531046,21,9,46,67,401,377
618,123,3,generate-and-cover,t_order,1,61.3298938274,18,0,46,67,373,0
619,123,3,generate-and-cover,t_order,2,61.3298938274,18,0,46,67,373,0
620,123,3,generate-and-cover,t+_cover,1,82.5494480133,10,6,46,67,371,355
621,123,3,cover-and-generate,t_cover,1,18.8384768963,11,5,46,67,30,19
622,123,3,cover-and-generate,t_cover,2,27.647217989,10,5,46,67,30,20
623,123,3,cover-and-generate,t_cover,3,19.1831898689,10,5,46,67,30,20
624,123,3,cover-and-generate,t_cover,4,17.9923729897,11,5,46,67,30,19
625,123,3,cover-and-generate,t_cover,5,21.027050972,10,5,46,67,30,19
